date;FXAUDCAD;FXCHFCAD;FXCNYCAD;FXEURCAD;FXGBPCAD;FXJPYCAD;FXMXNCAD;FXNZDCAD;FXSEKCAD;FXUSDCAD
2019-06-17;0.9196;1.3428;0.1936;1.5056;1.6847;0.01235;0.06990;0.8716;0.1415;1.3407
2019-06-18;0.9197;1.3395;0.1939;1.4994;1.6797;0.01235;0.07005;0.8735;0.1407;1.3394
2019-06-19;0.9170;1.3402;0.1933;1.4968;1.6848;0.01232;0.06967;0.8712;0.1402;1.3343
2019-06-20;0.9132;1.3430;0.1925;1.4897;1.6747;0.01227;0.06953;0.8689;0.1402;1.3191
2019-06-21;0.9143;1.3493;0.1923;1.4981;1.6780;0.01229;0.06922;0.8683;0.1409;1.3212
2019-06-24;0.9183;1.3557;0.1919;1.5029;1.6798;0.01229;0.06881;0.8727;0.1419;1.3194
2019-06-25;0.9178;1.3521;0.1915;1.4993;1.6746;0.01230;0.06852;0.8758;0.1422;1.3174
2019-06-26;0.9172;1.3436;0.1909;1.4931;1.6659;0.01219;0.06855;0.8776;0.1417;1.3130
2019-06-27;0.9178;1.3419;0.1907;1.4904;1.6629;0.01216;0.06847;0.8781;0.1413;1.3111
2019-06-28;0.9177;1.3410;0.1906;1.4887;1.6624;0.01214;0.06821;0.8786;0.1410;1.3087
2019-07-02;0.9170;1.3291;0.1908;1.4816;1.6539;0.01214;0.06876;0.8750;0.1406;1.3114
2019-07-03;0.9192;1.3257;0.1900;1.4751;1.6440;0.01213;0.06867;0.8765;0.1404;1.3073
2019-07-04;0.9169;1.3253;0.1900;1.4733;1.6427;0.01211;0.06874;0.8732;0.1400;1.3059
2019-07-05;0.9141;1.3206;0.1901;1.4702;1.6393;0.01207;0.06884;0.8675;0.1389;1.3099
2019-07-08;0.9124;1.3169;0.1901;1.4671;1.6369;0.01204;0.06916;0.8673;0.1383;1.3081
2019-07-09;0.9095;1.3216;0.1906;1.4712;1.6360;0.01206;0.06903;0.8674;0.1385;1.3127
2019-07-10;0.9108;1.3225;0.1904;1.4728;1.6370;0.01206;0.06811;0.8697;0.1390;1.3092
2019-07-11;0.9121;1.3220;0.1903;1.4717;1.6386;0.01206;0.06839;0.8717;0.1393;1.3071
2019-07-12;0.9135;1.3237;0.1895;1.4679;1.6371;0.01207;0.06854;0.8712;0.1390;1.3038
2019-07-15;0.9171;1.3247;0.1896;1.4683;1.6328;0.01208;0.06872;0.8761;0.1393;1.3039
2019-07-16;0.9166;1.3208;0.1898;1.4636;1.6204;0.01206;0.06845;0.8754;0.1390;1.3052
2019-07-17;0.9152;1.3213;0.1899;1.4649;1.6225;0.01207;0.06855;0.8788;0.1394;1.3053
2019-07-18;0.9207;1.3256;0.1900;1.4679;1.6329;0.01213;0.06876;0.8828;0.1398;1.3069
2019-07-19;0.9216;1.3308;0.1900;1.4670;1.6349;0.01213;0.06875;0.8850;0.1394;1.3071
2019-07-22;0.9229;1.3353;0.1904;1.4697;1.6353;0.01215;0.06875;0.8877;0.1393;1.3103
2019-07-23;0.9208;1.3346;0.1910;1.4661;1.6353;0.01215;0.06868;0.8818;0.1388;1.3142
2019-07-24;0.9169;1.3334;0.1911;1.4638;1.6409;0.01215;0.06883;0.8815;0.1393;1.3137
2019-07-25;0.9143;1.3280;0.1913;1.4657;1.6393;0.01211;0.06902;0.8770;0.1392;1.3146
2019-07-26;0.9111;1.3269;0.1916;1.4668;1.6342;0.01213;0.06917;0.8746;0.1388;1.3182
2019-07-29;0.9083;1.3266;0.1909;1.4653;1.6104;0.01210;0.06895;0.8716;0.1386;1.3159
2019-07-30;0.9054;1.3294;0.1913;1.4683;1.6018;0.01212;0.06905;0.8706;0.1377;1.3168
2019-07-31;0.9044;1.3271;0.1910;1.4627;1.6043;0.01210;0.06914;0.8665;0.1370;1.3148
2019-08-01;0.9038;1.3308;0.1916;1.4621;1.6034;0.01223;0.06883;0.8668;0.1368;1.3217
2019-08-02;0.8984;1.3452;0.1906;1.4686;1.6055;0.01240;0.06846;0.8637;0.1371;1.3225
2019-08-06;0.8974;1.3561;0.1887;1.4832;1.6119;0.01245;0.06759;0.8656;0.1382;1.3253
2019-08-07;0.8995;1.3691;0.1887;1.4946;1.6185;0.01258;0.06773;0.8594;0.1384;1.3322
2019-08-08;0.9022;1.3584;0.1882;1.4848;1.6088;0.01250;0.06794;0.8586;0.1383;1.3257
2019-08-09;0.8990;1.3593;0.1872;1.4814;1.5955;0.01252;0.06807;0.8564;0.1385;1.3221
2019-08-12;0.8937;1.3640;0.1875;1.4839;1.5988;0.01257;0.06752;0.8538;0.1382;1.3234
2019-08-13;0.8984;1.3600;0.1878;1.4808;1.5972;0.01245;0.06798;0.8536;0.1387;1.3236
2019-08-14;0.8980;1.3679;0.1895;1.4842;1.6056;0.01257;0.06791;0.8560;0.1384;1.3311
2019-08-15;0.9033;1.3650;0.1894;1.4808;1.6145;0.01256;0.06784;0.8586;0.1382;1.3325
2019-08-16;0.9011;1.3566;0.1887;1.4731;1.6146;0.01250;0.06783;0.8543;0.1374;1.3286
2019-08-19;0.9006;1.3559;0.1886;1.4753;1.6133;0.01248;0.06716;0.8532;0.1375;1.3298
2019-08-20;0.9030;1.3608;0.1887;1.4777;1.6179;0.01253;0.06741;0.8548;0.1373;1.3323
2019-08-21;0.9017;1.3534;0.1880;1.4734;1.6112;0.01247;0.06745;0.8511;0.1379;1.3278
2019-08-22;0.8989;1.3513;0.1877;1.4734;1.6274;0.01249;0.06729;0.8473;0.1375;1.3293
2019-08-23;0.8986;1.3602;0.1877;1.4794;1.6318;0.01258;0.06700;0.8504;0.1380;1.3310
2019-08-26;0.8996;1.3564;0.1857;1.4753;1.6237;0.01252;0.06673;0.8482;0.1373;1.3279
2019-08-27;0.8966;1.3518;0.1852;1.4721;1.6300;0.01254;0.06636;0.8447;0.1374;1.3267
2019-08-28;0.8969;1.3554;0.1857;1.4739;1.6255;0.01256;0.06640;0.8432;0.1369;1.3301
2019-08-29;0.8955;1.3496;0.1861;1.4706;1.6215;0.01249;0.06609;0.8405;0.1362;1.3296
2019-08-30;0.8946;1.3433;0.1858;1.4629;1.6185;0.01251;0.06627;0.8376;0.1353;1.3295
2019-09-03;0.9007;1.3507;0.1859;1.4626;1.6107;0.01259;0.06665;0.8425;0.1355;1.3343
2019-09-04;0.9011;1.3505;0.1856;1.4622;1.6181;0.01248;0.06706;0.8429;0.1360;1.3263
2019-09-05;0.9019;1.3419;0.1850;1.4614;1.6307;0.01237;0.06723;0.8437;0.1367;1.3228
2019-09-06;0.9024;1.3339;0.1851;1.4543;1.6209;0.01233;0.06735;0.8474;0.1369;1.3174
2019-09-09;0.9036;1.3277;0.1847;1.4541;1.6253;0.01229;0.06732;0.8462;0.1363;1.3155
2019-09-10;0.9023;1.3274;0.1850;1.4522;1.6249;0.01225;0.06736;0.8443;0.1356;1.3153
2019-09-11;0.9044;1.3270;0.1852;1.4503;1.6252;0.01223;0.06746;0.8455;0.1361;1.3181
2019-09-12;0.9076;1.3330;0.1865;1.4579;1.6292;0.01223;0.06795;0.8477;0.1369;1.3205
2019-09-13;0.9123;1.3402;0.1873;1.4684;1.6521;0.01226;0.06838;0.8461;0.1380;1.3257
2019-09-16;0.9093;1.3350;0.1874;1.4585;1.6466;0.01227;0.06816;0.8416;0.1370;1.3248
2019-09-17;0.9087;1.3340;0.1869;1.4655;1.6542;0.01226;0.06824;0.8411;0.1369;1.3257
2019-09-18;0.9078;1.3332;0.1873;1.4669;1.6560;0.01226;0.06854;0.8403;0.1368;1.3271
2019-09-19;0.9015;1.3360;0.1868;1.4657;1.6576;0.01228;0.06836;0.8363;0.1368;1.3259
2019-09-20;0.8989;1.3380;0.1872;1.4622;1.6573;0.01231;0.06824;0.8312;0.1366;1.3275
2019-09-23;0.8984;1.3401;0.1864;1.4584;1.6491;0.01235;0.06819;0.8341;0.1363;1.3270
2019-09-24;0.9005;1.3424;0.1862;1.4584;1.6538;0.01234;0.06811;0.8377;0.1368;1.3249
2019-09-25;0.8960;1.3406;0.1861;1.4542;1.6411;0.01232;0.06780;0.8334;0.1362;1.3270
2019-09-26;0.8963;1.3355;0.1859;1.4503;1.6368;0.01231;0.06759;0.8365;0.1360;1.3260
2019-09-27;0.8961;1.3363;0.1860;1.4496;1.6307;0.01227;0.06732;0.8341;0.1352;1.3249
2019-09-30;0.8941;1.3276;0.1853;1.4438;1.6290;0.01225;0.06712;0.8297;0.1347;1.3243
2019-10-01;0.8868;1.3299;0.1853;1.4464;1.6242;0.01227;0.06689;0.8255;0.1339;1.3244
2019-10-02;0.8904;1.3317;0.1860;1.4556;1.6348;0.01239;0.06715;0.8319;0.1345;1.3294
2019-10-03;0.8985;1.3349;0.1865;1.4632;1.6494;0.01247;0.06760;0.8401;0.1353;1.3330
2019-10-04;0.9011;1.3383;0.1863;1.4619;1.6401;0.01246;0.06815;0.8417;0.1353;1.3317
2019-10-07;0.8968;1.3379;0.1861;1.4616;1.6385;0.01242;0.06803;0.8375;0.1344;1.3306
2019-10-08;0.8971;1.3414;0.1865;1.4603;1.6270;0.01244;0.06799;0.8398;0.1342;1.3323
2019-10-09;0.8972;1.3389;0.1868;1.4626;1.6276;0.01240;0.06810;0.8398;0.1339;1.3324
2019-10-10;0.8990;1.3356;0.1868;1.4644;1.6409;0.01233;0.06819;0.8403;0.1351;1.3294
2019-10-11;0.8973;1.3231;0.1861;1.4577;1.6710;0.01217;0.06830;0.8368;0.1346;1.3198
2019-10-15;0.8924;1.3231;0.1865;1.4560;1.6810;0.01215;0.06862;0.8293;0.1346;1.3211
2019-10-16;0.8909;1.3256;0.1861;1.4603;1.6931;0.01214;0.06871;0.8278;0.1348;1.3201
2019-10-17;0.8969;1.3305;0.1857;1.4618;1.6883;0.01210;0.06857;0.8339;0.1353;1.3143
2019-10-18;0.8994;1.3318;0.1854;1.4644;1.6956;0.01211;0.06858;0.8372;0.1359;1.3132
2019-10-21;0.8996;1.3286;0.1851;1.4606;1.7001;0.01206;0.06843;0.8382;0.1361;1.3096
2019-10-22;0.8985;1.3245;0.1850;1.4581;1.6927;0.01206;0.06853;0.8396;0.1359;1.3094
2019-10-23;0.8961;1.3214;0.1851;1.4555;1.6865;0.01205;0.06841;0.8396;0.1356;1.3086
2019-10-24;0.8922;1.3185;0.1849;1.4529;1.6811;0.01204;0.06843;0.8348;0.1356;1.3075
2019-10-25;0.8915;1.3144;0.1849;1.4483;1.6753;0.01202;0.06850;0.8307;0.1349;1.3064
2019-10-28;0.8923;1.3117;0.1847;1.4487;1.6786;0.01199;0.06850;0.8283;0.1347;1.3056
2019-10-29;0.8970;1.3150;0.1850;1.4520;1.6827;0.01201;0.06839;0.8304;0.1345;1.3075
2019-10-30;0.9033;1.3263;0.1864;1.4622;1.6937;0.01208;0.06865;0.8362;0.1355;1.3152
2019-10-31;0.9072;1.3334;0.1869;1.4671;1.7034;0.01218;0.06860;0.8441;0.1364;1.3160
2019-11-01;0.9090;1.3337;0.1869;1.4683;1.7032;0.01217;0.06881;0.8470;0.1374;1.3157
2019-11-04;0.9066;1.3315;0.1870;1.4652;1.6962;0.01211;0.06864;0.8432;0.1369;1.3148
